V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,Class
286,944,989,-248,-681,985,966,1686,475,-481,-2106,-191,-329,999,-55,-967,1106,638,2055,1084,0
1714,558,1074,662,1156,1402,-845,433,1603,378,1132,-858,422,32,59,1454,1404,-124,1714,636,0
2921,33,618,726,1048,-355,-282,-842,-2187,-364,48,1376,-328,1679,1305,1148,2225,621,296,1027,0
197,539,746,-315,-1677,687,1512,1793,13,1613,-974,1876,-762,-1658,538,-3709,1625,-413,579,67,0
185,2359,977,651,282,1259,877,1061,416,-223,946,2424,137,-619,-723,888,1162,395,-527,146,0
2475,1418,2053,285,3654,662,393,-33,26,483,-2499,2228,4021,-1507,762,-1164,-941,-288,2916,-2038,1
-2454,13,1548,-255,-3,-76,183,-558,-1276,-121,-1247,405,-29,468,528,-1018,411,-2762,3133,-267,1
1075,-207,-665,967,664,-1454,-302,-535,-372,-105,1187,1524,706,58,987,383,964,274,1008,-348,0
-1778,96,1484,-134,1108,337,861,113,359,706,-302,191,788,477,654,1456,2062,485,-13,1008,0
28,2054,-129,-135,899,-615,-1223,1711,1708,-242,959,708,2528,-1266,1907,473,701,2138,361,664,0
1012,-167,-2243,-61,2013,-3508,-271,-1721,-997,834,2856,-1645,2301,1608,-1065,-673,55,1509,-1978,-2142,1
-78,-576,-1058,-113,1378,-2409,-456,-68,845,-559,-465,-1726,-918,-18,-14,1154,-179,105,-456,1132,1
-705,-1208,743,-657,523,-1146,-798,714,735,284,117,718,3449,-598,279,1271,-346,671,954,-991,0
1076,1023,1033,806,-598,176,382,1869,-773,2,1247,-37,288,2407,1138,133,-67,728,348,1789,0
-528,2091,-532,2909,-1605,3988,-2336,-3268,-193,498,4962,195,1929,-1593,-884,438,4486,885,-1132,-6,1
-474,513,392,1003,-941,148,1565,441,243,-301,2023,858,172,998,1032,2061,-1393,-382,-831,453,0
-1501,331,13,7,2124,-39,-1655,1284,181,2017,982,-779,-216,-84,91,1198,123,1306,802,-2,0
45,562,-902,79,1109,146,-28,494,1445,-533,2056,-1328,768,59,-394,302,-239,2887,131,474,0
-3628,-2327,321,714,2562,-897,116,-3122,-182,-921,305,-619,-1025,186,856,-277,1749,755,687,-1354,1
263,717,-613,-64,1481,-1302,1204,-197,-386,-902,792,1693,-1116,731,1092,499,-351,-477,-1095,-943,0
-218,-548,561,-17,742,-309,2426,507,168,158,472,875,39,653,-564,1524,707,1821,227,1564,0
